"COMMUNITY AREA NAME","CENSUS BLOCK","BUILDING TYPE","BUILDING_SUBTYPE","KWH JANUARY 2010","KWH FEBRUARY 2010","KWH MARCH 2010","KWH APRIL 2010","KWH MAY 2010","KWH JUNE 2010","KWH JULY 2010","KWH AUGUST 2010","KWH SEPTEMBER 2010","KWH OCTOBER 2010","KWH NOVEMBER 2010","KWH DECEMBER 2010","TOTAL KWH","ELECTRICITY ACCOUNTS","ZERO KWH ACCOUNTS","THERM JANUARY 2010","THERM FEBRUARY 2010","THERM MARCH 2010","TERM APRIL 2010","THERM MAY 2010","THERM JUNE 2010","THERM JULY 2010","THERM AUGUST 2010","THERM SEPTEMBER 2010","THERM OCTOBER 2010","THERM NOVEMBER 2010","THERM DECEMBER 2010","TOTAL THERMS","GAS ACCOUNTS","KWH TOTAL SQFT","THERMS TOTAL SQFT","KWH MEAN 2010","KWH STANDARD DEVIATION 2010","KWH MINIMUM 2010","KWH 1ST QUARTILE 2010","KWH 2ND QUARTILE 2010","KWH 3RD QUARTILE 2010","KWH MAXIMUM 2010","KWH SQFT MEAN 2010","KWH SQFT STANDARD DEVIATION 2010","KWH SQFT MINIMUM 2010","KWH SQFT 1ST QUARTILE 2010","KWH SQFT 2ND QUARTILE 2010","KWH SQFT 3RD QUARTILE 2010","KWH SQFT MAXIMUM 2010","THERM MEAN 2010","THERM STANDARD DEVIATION 2010","THERM MINIMUM 2010","THERM 1ST QUARTILE 2010","THERM 2ND QUARTILE 2010","THERM 3RD QUARTILE 2010","THERM MAXIMUM 2010","THERMS SQFT MEAN 2010","THERMS SQFT STANDARD DEVIATION 2010","THERMS SQFT MINIMUM 2010","THERMS SQFT 1ST QUARTILE 2010","THERMS SQFT 2ND QUARTILE 2010","THERMS SQFT 3RD QUARTILE 2010","THERMS SQFT MAXIMUM 2010","TOTAL POPULATION","TOTAL UNITS","AVERAGE STORIES","AVERAGE BUILDING AGE","AVERAGE HOUSESIZE","OCCUPIED UNITS","OCCUPIED UNITS PERCENTAGE","RENTER-OCCUPIED HOUSING UNITS","RENTER-OCCUPIED HOUSING PERCENTAGE","OCCUPIED HOUSING UNITS"
"Near North Side","170318383001006","Commercial","Commercial","428","378","417","208","201","267","327","308","299","264","324","414","3,835","Less than 4","0","3,589","3,685","2,333","1,252","226",,,,,"3","1,139","3,362","15,589","Less than 4","1,851","1,851","3,835",,"3,835","3,835","3,835","3,835","3,835","1,851",,"1,851","1,851","1,851","1,851","1,851","15,589",,"15,589","15,589","15,589","15,589","15,589","1,851",,"1,851","1,851","1,851","1,851","1,851","0","0","1","0","0","0",,"0",,"0"
"Near North Side","170318383001012","Commercial","Commercial","0","460","470","640","780","1,708","1,976","1,513","759","733","618","921","10,578","Less than 4","5","663","614","429","210","76","58","60","52","51","62","124","502","2,901","5","2,249","2,249","10,578",,"10,578","10,578","10,578","10,578","10,578","2,249",,"2,249","2,249","2,249","2,249","2,249","2,901",,"2,901","2,901","2,901","2,901","2,901","2,249",,"2,249","2,249","2,249","2,249","2,249","32","19","1","0","2.13","15","0.7895","9","0.6","15"
"Near North Side","170318383001012","Commercial","Multi < 7","2,360","2,002","1,765","1,745","1,840","1,950","1,930","2,075","1,861","1,836","2,236","2,383","23,983","4","8","547","467","341","185","79","55","54","47","42","46","115","412","2,390","7","3,780","5,956","23,983",,"23,983","23,983","23,983","23,983","23,983","3,780",,"3,780","3,780","3,780","3,780","3,780","1,195","268.70","1,005","1,005","1,195","1,385","1,385","2,978","1,134.20","2,176","2,176","2,978","3,780","3,780","32","19","2.5","121.5","2.13","15","0.7895","9","0.6","15"
"Near North Side","170318383001012","Residential","Single Family","3,665","3,340","2,680","2,296","2,591","10,236","8,617","8,152","4,220","3,444","10,864","4,979","65,084","7","7","1,292","1,136","740","342","149","91","64","97","77","88","191","907","5,174","6","7,901","4,061","16,271","8,310.30","7,559","10,520","15,074","22,022","27,377","2,633.67","1,410.39","1,083","1,083","2,978","3,840","3,840","1,293.5","837.13","505","684.5","1,120","1,902.5","2,429","2,030.5","1,339.97","1,083","1,083","2,030.5","2,978","2,978","32","19","1","3.33","2.13","15","0.7895","9","0.6","15"
"Near North Side","170318383001014","Commercial","Multi < 7","0","33","302","994","2,438","1,634","2,581","2,321","1,902","2,509","3,786","1,656","20,156","5","8","1,085","1,090","759","727","303","405","403","413","361","403","422","832","7,203","10","2,533","2,533","20,156",,"20,156","20,156","20,156","20,156","20,156","2,533",,"2,533","2,533","2,533","2,533","2,533","3,601.5","273.65","3,408","3,408","3,601.5","3,795","3,795","2,533",,"2,533","2,533","2,533","2,533","2,533","57","12","1","0","4.75","12","1","11","0.917","12"
"Near North Side","170318383001017","Commercial","Commercial","16,102","15,736","15,082","12,701","18,710","28,280","35,642","27,350","15,470","14,730","15,850","17,495","233,148","Less than 4","1","3,268","3,042","1,257","553","186","98","111","689","77","126","641","2,493","12,541","Less than 4","21,444","21,444","116,574","104,660.29","42,568","42,568","116,574","190,580","190,580","10,722","2,435.28","9,000","9,000","10,722","12,444","12,444","6,270.5","3,640.89","3,696","3,696","6,270.5","8,845","8,845","10,722","2,435.28","9,000","9,000","10,722","12,444","12,444","0","0","1.5","42.5","0","0",,"0",,"0"
"Near North Side","170318383002000","Commercial","Multi < 7","5,248","5,183","4,789","4,949","8,719","13,378","15,141","14,697","7,986","6,835","8,842","9,879","105,646","21","16","3,597","3,467","2,399","1,473","886","689","440","566","452","499","1,015","2,770","18,253","30","12,533","12,533","21,129.2","11,517.39","5,997","13,479","23,219","27,966","34,985","2,506.6","111.48","2,377","2,477","2,493","2,501","2,685","3,650.6","258.97","3,482","3,540","3,548","3,573","4,110","2,506.6","111.48","2,377","2,477","2,493","2,501","2,685","246","102","1","0","2.73","90","0.8824","89","0.989","90"
"Near North Side","170318383002000","Residential","Multi < 7","12,595","12,476","10,317","10,570","18,618","33,325","38,683","36,795","21,557","15,712","26,755","22,409","259,812","50","31","14,252","14,066","10,059","6,090","4,070","2,017","1,722","1,596","1,455","1,933","5,099","12,075","74,434","73","30,558","40,158","21,651","9,885.37","5,752","14,657","22,766.5","25,378.5","40,667","2,546.5","128.74","2,320","2,431.5","2,583","2,651.5","2,685","5,725.69","7,354.30","3,249","3,585","3,639","3,968","30,184","3,089.08","1,960.17","2,320","2,471","2,638","2,656","9,600","246","102","1.08","3.15","2.73","90","0.8824","89","0.989","90"
"Near North Side","170318422001014","Commercial","Commercial","12,816","12,861","11,223","11,554","14,022","19,057","19,771","21,732","15,164","13,927","14,061","15,285","181,473","11","2","1,956","1,466","1,188","577","206","155","107","82","110","138","370","1,178","7,533","8","36,050","23,577","25,924.71","24,031.48","181","8,989","26,380","31,575","73,131","9,012.5","7,544.93","2,650","2,780","7,691.5","15,245","18,017","1,255.5","1,088.54","87","231","1,107.5","2,071","2,929","7,859","8,798.05","2,650","2,650","2,910","18,017","18,017","27","10","1.5","107.25","2.7","10","1","10","1","10"
"Near North Side","170318383002001","Commercial","Commercial","43,824","40,724","39,677","38,172","51,859","70,025","81,404","85,850","52,342","42,070","49,186","50,685","645,818","Less than 4","0","16,874","15,450","10,594","3,923","3,984","1,627","1,167","1,123","1,375","3,979","9,528","14,269","83,893","Less than 4","28,473","28,473","322,909","249,112.30","146,760","146,760","322,909","499,058","499,058","14,236.5","5,746.66","10,173","10,173","14,236.5","18,300","18,300","41,946.5","11,378.06","33,901","33,901","41,946.5","49,992","49,992","14,236.5","5,746.66","10,173","10,173","14,236.5","18,300","18,300","424","211","1.5","0","1.57","189","0.8956","189","1","189"
"Near North Side","170318383002005","Commercial","Multi < 7","2,037","2,370","2,365","2,461","3,280","3,765","3,842","3,815","3,510","2,805","2,999","3,245","36,494","Less than 4","1","728","760","660","550","442","440","420","469","413","474","533","848","6,737","Less than 4","5,600","5,600","36,494",,"36,494","36,494","36,494","36,494","36,494","5,600",,"5,600","5,600","5,600","5,600","5,600","6,737",,"6,737","6,737","6,737","6,737","6,737","5,600",,"5,600","5,600","5,600","5,600","5,600","7","4","1","8","1.75","4","1","3","0.75","4"
"Near North Side","170318383002007","Commercial","Commercial","3,988","3,868","3,597","3,561","3,969","8,653","7,577","11,906","21,803","15,013","48,976","9,565","142,476","Less than 4","0","2,897","2,729","2,438","1,008","1,771","388","962","880","927","576","1,466","1,915","17,957","Less than 4","4,600","4,600","71,238","1,957.27","69,854","69,854","71,238","72,622","72,622","2,300","141.42","2,200","2,200","2,300","2,400","2,400","8,978.5","6,387.30","4,462","4,462","8,978.5","13,495","13,495","2,300","141.42","2,200","2,200","2,300","2,400","2,400","0","0","1.5","85","0","0",,"0",,"0"
"Near North Side","170318383002012","Commercial","Commercial","166,255","152,569","134,555","100,218","104,879","136,897","176,726","154,457","116,637","98,093","176,697","323,208","1,841,191","54","14","6,403","6,378","4,242","2,753","2,283","1,590","1,916","1,797","1,658","1,981","2,698","4,806","38,505","13","171,614","171,614","920,595.5","1,027,917.59","193,748","193,748","920,595.5","1,647,443","1,647,443","171,614",,"171,614","171,614","171,614","171,614","171,614","19,252.5","9,348.66","12,642","12,642","19,252.5","25,863","25,863","171,614",,"171,614","171,614","171,614","171,614","171,614","0","0","8","88","0","0",,"0",,"0"
"Near North Side","170318422001000","Commercial","Commercial","96,270","92,472","108,458","86,937","128,873","123,513","143,332","128,709","107,101","106,160","95,188","110,909","1,327,922","5","0","8,940","7,863","6,726","5,101","4,897","4,229","4,218","2,116","3,253","3,332","4,984","10,952","66,611","10","24,400",,"265,584.4","491,315.49","9,033","24,508","62,317","89,400","1,142,664","24,400",,"24,400","24,400","24,400","24,400","24,400","6,661.1","17,769.48","124","416","982.5","2,171","57,172",,,,,,,,"0","0","1","20","0","0",,"0",,"0"
"Near North Side","170318422001003","Commercial","Commercial","70,843","63,579","69,816","58,853","80,142","88,504","120,320","102,207","69,481","75,390","77,674","98,085","974,894","236","70","34,314","28,830","22,239","15,670","10,727","2,718","1,659","1,600","1,687","8,918","19,385","30,403","178,150","19","298,214","298,214","162,482.3","225,503.93","21,835","45,385","57,293","185,548","607,540","49,702.33","48,895.57","6,420","7,459","36,560.5","97,982","113,232","29,691.67","56,558.85","1,541","3,116","3,790.5","21,801","144,111","49,702.33","48,895.57","6,420","7,459","36,560.5","97,982","113,232","331","266","6.17","28.33","1.35","246","0.9248","227","0.9229","246"
"Near North Side","170318422001003","Residential","Single Family","22,798","19,983","21,447","16,724","27,399","33,705","43,938","37,634","23,546","23,082","23,450","34,153","327,859","32","6","4,892","4,764","3,199","1,868","1,177","914","778","762","700","785","1,186","3,720","24,745","38","58,505","58,505","46,837","20,458.11","8,133","40,403","47,020","55,973","75,817","8,357.86","3,029.20","4,276","5,924","8,172","10,986","13,343","3,535","1,135.41","2,078","2,869","3,046","4,194","5,546","8,357.86","3,029.20","4,276","5,924","8,172","10,986","13,343","331","266","1","0","1.35","246","0.9248","227","0.9229","246"
"Near North Side","170318422001007","Commercial","Commercial","4,621","3,779","3,920","3,574","4,446","7,840","8,777","8,113","6,390","4,338","5,264","6,100","67,162","5","0","1,515","1,571","1,400","141","428","131","47","858","1,418","1,530","1,842","3,460","14,341","Less than 4","10,443","10,443","22,387.33","17,276.60","2,530","2,530","30,659","33,973","33,973","5,221.5","4,697.31","1,900","1,900","5,221.5","8,543","8,543","4,780.33","3,780.77","1,653","1,653","3,706","8,982","8,982","5,221.5","4,697.31","1,900","1,900","5,221.5","8,543","8,543","5","3","1","59.5","2.5","2","0.6667","2","1","2"
"Near North Side","170318422001008","Commercial","Commercial","104,570","103,968","119,025","112,047","123,265","156,494","177,615","176,029","147,020","148,767","215,995","237,200","1,821,995","177","28",,,,,,,,,,,,,,,"1,517,798",,"607,331.7","500,524.81","94,021","94,021","633,967","1,094,007","1,094,007","758,899","1,042,981.09","21,400","21,400","758,899","1,496,398","1,496,398",,,,,,,,,,,,,,,"164","193","14.5","0","1.49","110","0.5699","15","0.136","110"
"Near North Side","170318422001010","Commercial","Commercial","29,316","27,997","29,290","26,869","31,511","52,335","49,469","44,837","32,688","26,959","29,687","28,180","409,138","7","2","4,149","1,759","2,783","1,425","2,472","680","773","2,080","733","1,856","1,919","1,797","22,426","5","14,707","14,707","409,138",,"409,138","409,138","409,138","409,138","409,138","14,707",,"14,707","14,707","14,707","14,707","14,707","22,426",,"22,426","22,426","22,426","22,426","22,426","14,707",,"14,707","14,707","14,707","14,707","14,707","0","0","1","0","0","0",,"0",,"0"
"Near North Side","170318422001011","Commercial","Commercial","29,463","30,445","29,683","30,606","36,696","44,896","66,621","56,846","35,627","35,117","35,964","40,379","472,343","25","6","10,606","8,004","6,090","2,594","666","300","137","94","82","256","1,535","4,389","34,753","33","57,593","100,766","236,171.5","4,454.07","233,022","233,022","236,171.5","239,321","239,321","28,796.5","19,415.03","15,068","15,068","28,796.5","42,525","42,525","11,584.33","557.67","11,100","11,100","11,459","12,194","12,194","33,588.67","16,042.64","15,068","15,068","42,525","43,173","43,173","0","0","1.67","29.33","0","0",,"0",,"0"
"Near North Side","170318422001012","Commercial","Commercial","2,737","4,018","3,748","2,486","2,886","6,068","8,919","8,390","5,181","3,854","4,216","6,199","58,702","5","0","25,215","25,854","27,398","23,603","26,001","24,359","21,993","23,094","24,038","26,646","22,396","17,496","288,093","Less than 4","6,659","15,818","29,351","26,597.11","10,544","10,544","29,351","48,158","48,158","3,329.5","556.49","2,936","2,936","3,329.5","3,723","3,723","144,046.5","200,267.49","2,436","2,436","144,046.5","285,657","285,657","7,909","5,919.90","3,723","3,723","7,909","12,095","12,095","0","0","1.33","25","0","0",,"0",,"0"
"Near North Side","170318422001014","Commercial","Multi 7+","871","896","738","540","471","550","569","897","633","566","683","3,571","10,985","Less than 4","1","369","330","308","138","65","49","48","39","31","54","65","162","1,658","Less than 4","11,301","11,301","10,985",,"10,985","10,985","10,985","10,985","10,985","11,301",,"11,301","11,301","11,301","11,301","11,301","1,658",,"1,658","1,658","1,658","1,658","1,658","11,301",,"11,301","11,301","11,301","11,301","11,301","27","10","3","119","2.7","10","1","10","1","10"
"Near North Side","170318422001014","Commercial","Municipal","45,228","44,498","43,065","43,043","51,022","62,992","66,539","64,998","55,293","43,508","49,389","55,142","624,717","16","0","3,853","3,485","2,436","1,275","458","319","98","87","89","209","780","2,647","15,736","16","9,909","9,909","624,717",,"624,717","624,717","624,717","624,717","624,717","9,909",,"9,909","9,909","9,909","9,909","9,909","15,736",,"15,736","15,736","15,736","15,736","15,736","9,909",,"9,909","9,909","9,909","9,909","9,909","27","10","1","0","2.7","10","1","10","1","10"
"Near North Side","170318422001014","Residential","Multi < 7","396","410","521","406","628","772","958","909","535","455","637","1,179","7,806","Less than 4","2","292","216","216","104","66","38","30","20","23","31","63","195","1,294","Less than 4","3,844","3,844","7,806",,"7,806","7,806","7,806","7,806","7,806","3,844",,"3,844","3,844","3,844","3,844","3,844","1,294",,"1,294","1,294","1,294","1,294","1,294","3,844",,"3,844","3,844","3,844","3,844","3,844","27","10","3","117","2.7","10","1","10","1","10"
"Near North Side","170318422001015","Commercial","Commercial","64,067","58,579","57,302","53,302","65,930","88,739","98,028","92,659","59,820","54,727","60,413","67,642","821,208","7","2","7,156","5,447","4,392","2,072","834","505","337","296","302","494","1,141","3,975","26,951","7","36,588","36,588","273,736","242,524.05","45,292","45,292","247,680","528,236","528,236","12,196","16,095.16","1,600","1,600","4,271","30,717","30,717","8,983.67","4,146.83","6,444","6,444","6,738","13,769","13,769","12,196","16,095.16","1,600","1,600","4,271","30,717","30,717","11","7","1.33","43","1.57","7","1","6","0.857","7"
"Near North Side","170318422001016","Commercial","Commercial","166,160","156,360","170,226","161,041","179,887","252,717","250,573","223,314","171,165","151,717","168,674","165,908","2,217,742","13","3","2,557","2,036","1,667","696","177","117","84","75","73","147","494","1,947","10,070","4","158,227","35,336","316,820.3","414,617.59","47,051","74,400","160,454","364,722","1,227,470","26,371.17","34,380.12","3,676","6,169","13,660.5","26,634","94,427","3,356.67","3,763.48","175","175","2,384","7,511","7,511","11,778.67","12,882.79","3,676","3,676","5,026","26,634","26,634","0","0","1.57","33.71","0","0",,"0",,"0"
"Near North Side","170318422001017","Commercial","Commercial","172,812","184,998","181,480","204,131","211,956","267,913","254,235","264,301","209,690","211,046","202,908","210,337","2,575,807","11","3","17,735","14,588","9,575","1,756","1,201","338","189","164","34","1,479","8,496","15,889","71,444","Less than 4","277,680","58,529","858,602.3","995,093.19","12,427","12,427","608,488","1,954,892","1,954,892","92,560","110,089.38","19,229","19,229","39,300","219,151","219,151","35,722","38,306.80","8,635","8,635","35,722","62,809","62,809","29,264.5","14,192.34","19,229","19,229","29,264.5","39,300","39,300","0","0","2","37","0","0",,"0",,"0"
"Near North Side","170318422001027","Commercial","Commercial","416,099","430,277","484,455","507,813","529,056","631,695","525,363","602,490","495,687","579,494","501,100","496,730","6,200,259","Less than 4","1","104,881","94,905","113,384","105,103","104,089","99,947","96,238","93,692","89,248","97,802","93,023","88,894","1,181,206","Less than 4","199,937","199,937","3,100,130","209,507.96","2,951,985","2,951,985","3,100,129.5","3,248,274","3,248,274","99,968.5","49,966.29","64,637","64,637","99,968.5","135,300","135,300","590,603","749,145.69","60,877","60,877","590,603","1,120,329","1,120,329","99,968.5","49,966.29","64,637","64,637","99,968.5","135,300","135,300","0","0","1","70.5","0","0",,"0",,"0"
"Near North Side","170318422001028","Commercial","Commercial","36,544","34,407","31,335","26,126","32,637","35,087","38,478","33,826","30,428","28,711","33,916","39,119","400,614","4","2","6,283","5,757","4,284","2,697","974","371","177","4,778","293","1,172","2,511","4,275","33,572","4","97,726","82,651","100,153.5","119,402.49","14,676","27,098.5","54,991","173,208.5","275,956","32,575.33","12,560.27","18,555","18,555","36,371","42,800","42,800","8,393","7,867.00","2,035","3,566","5,846","13,220","19,845","27,550.33","21,091.91","3,480","3,480","36,371","42,800","42,800","0","0","1.25","24","0","0",,"0",,"0"
"Near North Side","170318422001033","Commercial","Commercial","141,416","137,344","145,890","143,163","158,274","207,386","180,535","190,488","147,610","146,114","148,427","160,722","1,907,369","20","5","4,909","4,416","3,161","1,659","560","114","132","105","81","501","992","2,999","19,629","9","173,400","126,400","635,789.7","631,130.73","48,495","48,495","555,753","1,303,121","1,303,121","57,800","41,760.87","22,500","22,500","47,000","103,900","103,900","9,814.5","58.69","9,773","9,773","9,814.5","9,856","9,856","63,200","57,558.49","22,500","22,500","63,200","103,900","103,900","0","0","3.33","59.33","0","0",,"0",,"0"
